Material,Plant,Quantity,UnitofMeasure,EntryDate,DebitCredit,DayOfWeek,Month,DayOfYear,WeekOfYear,IsWeekend
'1010003',BAR1,9.132858715343321,KG,2022-05-24,H,1,5,144,21,0
'1010003',BAR1,7.686290853540371,KG,2022-05-24,H,1,5,144,21,0
'1010003',BAR1,8.864627976270127,KG,2022-05-24,H,1,5,144,21,0
'1010003',BAR1,5.610057704092888,KG,2022-05-25,H,2,5,145,21,0
'1010003',BAR1,9.811137586971103,KG,2022-05-25,H,2,5,145,21,0
'1010003',BAR1,5.610057704092888,KG,2022-05-26,H,3,5,146,21,0
'1010003',BAR1,9.45661590409409,KG,2022-05-26,H,3,5,146,21,0
'1010003',BAR1,8.602306100789416,KG,2022-05-26,H,3,5,146,21,0
'1010003',BAR1,6.993602645440956,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,9.82595186632314,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,9.47766768473474,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,7.686290853540371,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,6.993602645440956,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,6.993602645440956,KG,2022-05-27,H,4,5,147,21,0
'1010003',BAR1,8.784597043495378,KG,2022-05-27,H,4,5,147,21,0
'1010003',BAR1,9.295361436273572,KG,2022-05-27,H,4,5,147,21,0
'1010003',BAR1,9.132858715343321,KG,2022-05-30,H,0,5,150,22,0
'1010003',BAR1,6.993602645440956,KG,2022-05-30,H,0,5,150,22,0
'1010003',BAR1,8.784597043495378,KG,2022-05-30,H,0,5,150,22,0
'1010003',BAR1,6.301372778317929,KG,2022-05-30,H,0,5,150,22,0
'1010003',BAR1,8.3146852537021,KG,2022-06-01,H,2,6,152,22,0
'1010003',BAR1,9.390663266107246,KG,2022-06-01,H,2,6,152,22,0
'1010003',BAR1,7.804022879250824,KG,2022-06-01,H,2,6,152,22,0
'1010003',BAR1,9.190011126040746,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,9.07224084701915,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,9.270045983396603,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,8.938725855543103,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,5.610057704092888,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,9.295361436273572,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,9.07224084701915,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,6.993602645440956,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,7.686290853540371,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,8.602306100789416,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,8.938725855543103,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,7.686290853540371,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,9.07224084701915,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,5.610057704092888,KG,2022-06-03,H,4,6,154,22,0
'1010003',BAR1,8.551022473813891,KG,2022-06-03,H,4,6,154,22,0
'1010003',BAR1,9.47766768473474,KG,2022-06-03,H,4,6,154,22,0
'1010003',BAR1,8.379208468849978,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,9.631807429895103,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,7.686290853540371,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,9.190011126040746,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8.602306100789416,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,7.686290853540371,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,9.765330621440986,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8.379208468849978,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8.784597043495378,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8.602306100789416,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8.091602924004038,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,9.07224084701915,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,7.686290853540371,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8.784597043495378,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,6.993602645440956,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,9.557704504525576,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8.091602924004038,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,7.686290853540371,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,9.07224084701915,KG,2022-06-06,H,0,6,157,23,0
'1010003',BAR1,9.103009026619828,KG,2022-06-06,H,0,6,157,23,0
'1010003',BAR1,6.7062264376403355,KG,2022-06-06,H,0,6,157,23,0
'1010003',BAR1,8.091602924004038,KG,2022-06-06,S,0,6,157,23,0
'1010003',BAR1,7.686290853540371,KG,2022-06-06,S,0,6,157,23,0
'1010003',BAR1,9.47766768473474,KG,2022-06-06,S,0,6,157,23,0
'1010003',BAR1,6.993602645440956,KG,2022-06-06,S,0,6,157,23,0
'1010003',BAR1,8.697599582116476,KG,2022-06-07,H,1,6,158,23,0
'1010003',BAR1,8.245709874487936,KG,2022-06-07,H,1,6,158,23,0
'1010003',BAR1,9.07224084701915,KG,2022-06-07,H,1,6,158,23,0
'1010003',BAR1,9.36767568974241,KG,2022-06-08,H,2,6,159,23,0
'1010003',BAR1,8.825412915085566,KG,2022-06-08,H,2,6,159,23,0
'1010003',BAR1,9.82595186632314,KG,2022-06-08,H,2,6,159,23,0
'1010003',BAR1,9.883107278434153,KG,2022-06-10,H,4,6,161,23,0
'1010003',BAR1,9.788496366039539,KG,2022-06-14,H,1,6,165,24,0
'1010003',BAR1,9.75748789600967,KG,2022-06-14,H,1,6,165,24,0
'1010003',BAR1,9.07224084701915,KG,2022-06-15,H,2,6,166,24,0
'1010003',BAR1,9.190011126040746,KG,2022-06-15,H,2,6,166,24,0
'1010003',BAR1,9.631807429895103,KG,2022-06-16,H,3,6,167,24,0
'1010003',BAR1,8.091602924004038,KG,2022-06-16,H,3,6,167,24,0
'1010003',BAR1,8.784597043495378,KG,2022-06-17,H,4,6,168,24,0
'1010003',BAR1,8.938725855543103,KG,2022-06-17,H,4,6,168,24,0
'1010003',BAR1,6.993602645440956,KG,2022-06-17,H,4,6,168,24,0
'1010003',BAR1,8.091602924004038,KG,2022-06-17,H,4,6,168,24,0
'1010003',BAR1,6.993602645440956,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,7.686290853540371,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,9.07224084701915,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,8.938725855543103,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,6.993602645440956,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,8.091602924004038,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,9.390663266107246,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,7.686290853540371,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,9.07224084701915,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,7.686290853540371,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,8.091602924004038,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,9.557704504525576,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,9.390663266107246,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,6.993602645440956,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,8.602306100789416,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,9.557704504525576,KG,2022-06-20,H,0,6,171,25,0
'1010003',BAR1,8.379208468849978,KG,2022-06-20,H,0,6,171,25,0
'1010003',BAR1,7.686290853540371,KG,2022-06-22,H,2,6,173,25,0
'1010003',BAR1,8.379208468849978,KG,2022-06-22,H,2,6,173,25,0
'1010003',BAR1,8.602306100789416,KG,2022-06-22,H,2,6,173,25,0
'1010003',BAR1,8.784597043495378,KG,2022-06-22,H,2,6,173,25,0
'1010003',BAR1,8.602306100789416,KG,2022-06-23,S,3,6,174,25,0
'1010003',BAR1,8.379208468849978,KG,2022-06-23,S,3,6,174,25,0
'1010003',BAR1,6.993602645440956,KG,2022-06-23,S,3,6,174,25,0
'1010003',BAR1,7.686290853540371,KG,2022-06-23,S,3,6,174,25,0
'1010003',BAR1,9.82595186632314,KG,2022-06-28,H,1,6,179,26,0
'1010003',BAR1,9.82595186632314,KG,2022-06-28,H,1,6,179,26,0
'1010003',BAR1,7.686290853540371,KG,2022-06-28,S,1,6,179,26,0
'1010003',BAR1,8.938725855543103,KG,2022-06-28,S,1,6,179,26,0
'1010003',BAR1,8.379208468849978,KG,2022-06-28,S,1,6,179,26,0
'1010003',BAR1,6.993602645440956,KG,2022-06-28,S,1,6,179,26,0
'1010003',BAR1,9.190011126040746,KG,2022-06-29,S,2,6,180,26,0
'1010003',BAR1,8.091602924004038,KG,2022-06-29,S,2,6,180,26,0
'1010003',BAR1,6.993602645440956,KG,2022-06-29,S,2,6,180,26,0
'1010003',BAR1,8.602306100789416,KG,2022-06-29,S,2,6,180,26,0
'1010003',BAR1,9.82595186632314,KG,2022-07-04,H,0,7,185,27,0
'1010003',BAR1,9.82595186632314,KG,2022-07-05,H,1,7,186,27,0
'1010003',BAR1,8.938725855543103,KG,2022-07-07,H,3,7,188,27,0
'1010003',BAR1,9.295361436273572,KG,2022-07-07,H,3,7,188,27,0
'1010003',BAR1,9.557704504525576,KG,2022-07-08,H,4,7,189,27,0
'1010003',BAR1,8.379208468849978,KG,2022-07-08,H,4,7,189,27,0
'1010003',BAR1,9.295361436273572,KG,2022-07-12,H,1,7,193,28,0
'1010003',BAR1,8.938725855543103,KG,2022-07-12,H,1,7,193,28,0
'1010003',BAR1,8.938725855543103,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9.390663266107246,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,8.938725855543103,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9.190011126040746,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,7.686290853540371,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9.47766768473474,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,8.784597043495378,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,7.686290853540371,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,8.784597043495378,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9.295361436273572,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9.557704504525576,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,8.602306100789416,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9.700795927481817,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,8.091602924004038,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9.190011126040746,KG,2022-07-14,S,3,7,195,28,0
'1010003',BAR1,8.379208468849978,KG,2022-07-14,S,3,7,195,28,0
'1010003',BAR1,8.091602924004038,KG,2022-07-14,S,3,7,195,28,0
'1010003',BAR1,6.993602645440956,KG,2022-07-14,S,3,7,195,28,0
'1010003',BAR1,8.784597043495378,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,6.993602645440956,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,8.379208468849978,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,8.602306100789416,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,8.602306100789416,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,9.390663266107246,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,6.993602645440956,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,6.993602645440956,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,9.765330621440986,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,9.007709979784343,KG,2022-07-18,H,0,7,199,29,0
'1010003',BAR1,9.244072976047688,KG,2022-07-18,H,0,7,199,29,0
'1010003',BAR1,8.602306100789416,KG,2022-07-18,H,0,7,199,29,0
'1010003',BAR1,9.07224084701915,KG,2022-07-19,H,1,7,200,29,0
'1010003',BAR1,9.190011126040746,KG,2022-07-19,H,1,7,200,29,0
'1010003',BAR1,9.47766768473474,KG,2022-07-20,H,2,7,201,29,0
'1010003',BAR1,9.47766768473474,KG,2022-07-21,H,3,7,202,29,0
'1010003',BAR1,8.379208468849978,KG,2022-07-21,H,3,7,202,29,0
'1010003',BAR1,6.993602645440956,KG,2022-07-21,H,3,7,202,29,0
'1010003',BAR1,9.390663266107246,KG,2022-07-21,S,3,7,202,29,0
'1010003',BAR1,8.379208468849978,KG,2022-07-21,S,3,7,202,29,0
'1010003',BAR1,8.091602924004038,KG,2022-07-21,S,3,7,202,29,0
'1010003',BAR1,9.390663266107246,KG,2022-07-22,H,4,7,203,29,0
'1010003',BAR1,8.091602924004038,KG,2022-07-22,H,4,7,203,29,0
'1010003',BAR1,6.993602645440956,KG,2022-07-22,H,4,7,203,29,0
'1010003',BAR1,7.686290853540371,KG,2022-07-22,H,4,7,203,29,0
'1010003',BAR1,8.379208468849978,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,6.993602645440956,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,8.091602924004038,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,8.602306100789416,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,7.686290853540371,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,8.379208468849978,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,6.993602645440956,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,8.091602924004038,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,7.686290853540371,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,8.602306100789416,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,9.390663266107246,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,8.602306100789416,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,6.993602645440956,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,6.993602645440956,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,9.07224084701915,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,9.190011126040746,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,9.82595186632314,KG,2022-07-23,H,5,7,204,29,1
'1010003',BAR1,7.686290853540371,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,8.091602924004038,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,8.602306100789416,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,8.938725855543103,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,6.993602645440956,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,9.82595186632314,KG,2022-07-25,H,0,7,206,30,0
'1010003',BAR1,9.82595186632314,KG,2022-07-26,H,1,7,207,30,0
'1010003',BAR1,9.390663266107246,KG,2022-07-26,S,1,7,207,30,0
'1010003',BAR1,8.379208468849978,KG,2022-07-26,S,1,7,207,30,0
'1010003',BAR1,7.686290853540371,KG,2022-07-26,S,1,7,207,30,0
'1010003',BAR1,6.993602645440956,KG,2022-07-26,S,1,7,207,30,0
'1010003',BAR1,9.47766768473474,KG,2022-07-27,H,2,7,208,30,0
'1010003',BAR1,8.602306100789416,KG,2022-07-27,H,2,7,208,30,0
'1010003',BAR1,6.993602645440956,KG,2022-07-28,H,3,7,209,30,0
'1010003',BAR1,8.938725855543103,KG,2022-07-28,H,3,7,209,30,0
'1010003',BAR1,9.190011126040746,KG,2022-07-28,H,3,7,209,30,0
'1010003',BAR1,6.993602645440956,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,7.686290853540371,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9.190011126040746,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8.379208468849978,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9.07224084701915,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,6.993602645440956,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8.602306100789416,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9.557704504525576,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8.091602924004038,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,6.993602645440956,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,7.686290853540371,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8.602306100789416,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9.390663266107246,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8.379208468849978,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9.295361436273572,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,7.686290853540371,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8.091602924004038,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9.295361436273572,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8.091602924004038,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8.379208468849978,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9.390663266107246,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9.390663266107246,KG,2022-07-30,H,5,7,211,30,1
'1010003',BAR1,8.784597043495378,KG,2022-07-30,H,5,7,211,30,1
'1010003',BAR1,8.938725855543103,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,7.686290853540371,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,8.902363070920117,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,6.301372778317929,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,5.610057704092888,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,9.765330621440986,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,6.301372778317929,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,8.091602924004038,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,9.631807429895103,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,6.993602645440956,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,6.993602645440956,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,9.765330621440986,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,8.379208468849978,KG,2022-08-03,S,2,8,215,31,0
'1010003',BAR1,8.938725855543103,KG,2022-08-03,S,2,8,215,31,0
'1010003',BAR1,9.47766768473474,KG,2022-08-04,H,3,8,216,31,0
'1010003',BAR1,8.602306100789416,KG,2022-08-04,H,3,8,216,31,0
'1010003',BAR1,6.7062264376403355,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,8.379208468849978,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,9.190011126040746,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,5.610057704092888,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,6.993602645440956,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,6.993602645440956,KG,2022-08-06,H,5,8,218,31,1
'1010003',BAR1,9.82595186632314,KG,2022-08-06,H,5,8,218,31,1
'1010003',BAR1,8.602306100789416,KG,2022-08-08,H,0,8,220,32,0
'1010003',BAR1,8.379208468849978,KG,2022-08-08,H,0,8,220,32,0
'1010003',BAR1,8.091602924004038,KG,2022-08-08,H,0,8,220,32,0
'1010003',BAR1,9.82595186632314,KG,2022-08-09,H,1,8,221,32,0
'1010003',BAR1,9.295361436273572,KG,2022-08-09,S,1,8,221,32,0
'1010003',BAR1,8.091602924004038,KG,2022-08-09,S,1,8,221,32,0
'1010003',BAR1,6.993602645440956,KG,2022-08-09,S,1,8,221,32,0
'1010003',BAR1,4.518740457989703,KG,2022-08-09,S,1,8,221,32,0
'1010003',BAR1,9.47766768473474,KG,2022-08-10,H,2,8,222,32,0
'1010003',BAR1,8.602306100789416,KG,2022-08-10,H,2,8,222,32,0
'1010003',BAR1,6.993602645440956,KG,2022-08-10,S,2,8,222,32,0
'1010003',BAR1,8.379208468849978,KG,2022-08-10,S,2,8,222,32,0
'1010003',BAR1,8.091602924004038,KG,2022-08-10,S,2,8,222,32,0
'1010003',BAR1,7.686290853540371,KG,2022-08-10,S,2,8,222,32,0
'1010003',BAR1,8.602306100789416,KG,2022-08-11,H,3,8,223,32,0
'1010003',BAR1,9.390663266107246,KG,2022-08-11,H,3,8,223,32,0
'1010003',BAR1,6.993602645440956,KG,2022-08-11,H,3,8,223,32,0
'1010003',BAR1,9.700795927481817,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,6.993602645440956,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,9.47766768473474,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,8.602306100789416,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,6.993602645440956,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,9.557704504525576,KG,2022-08-12,H,4,8,224,32,0
'1010003',BAR1,8.379208468849978,KG,2022-08-12,H,4,8,224,32,0
'1010003',BAR1,9.82595186632314,KG,2022-08-13,H,5,8,225,32,1
'1010003',BAR1,8.864627976270127,KG,2022-08-14,H,6,8,226,32,1
'1010003',BAR1,9.244072976047688,KG,2022-08-14,H,6,8,226,32,1
'1010003',BAR1,6.993602645440956,KG,2022-08-14,H,6,8,226,32,1
'1010003',BAR1,8.784597043495378,KG,2022-08-15,H,0,8,227,33,0
'1010003',BAR1,6.993602645440956,KG,2022-08-15,H,0,8,227,33,0
'1010003',BAR1,8.091602924004038,KG,2022-08-15,H,0,8,227,33,0
'1010003',BAR1,6.993602645440956,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,7.686290853540371,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,9.390663266107246,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,6.993602645440956,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,8.938725855543103,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,9.295361436273572,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,9.765330621440986,KG,2022-08-16,H,1,8,228,33,0
'1010003',BAR1,6.301372778317929,KG,2022-08-16,H,1,8,228,33,0
'1010003',BAR1,8.784597043495378,KG,2022-08-16,S,1,8,228,33,0
'1010003',BAR1,9.47766768473474,KG,2022-08-16,S,1,8,228,33,0
'1010003',BAR1,9.883107278434153,KG,2022-08-16,S,1,8,228,33,0
'1010003',BAR1,8.784597043495378,KG,2022-08-17,H,2,8,229,33,0
'1010003',BAR1,9.390663266107246,KG,2022-08-17,H,2,8,229,33,0
'1010003',BAR1,6.993602645440956,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,8.938725855543103,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,7.686290853540371,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,9.07224084701915,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,6.993602645440956,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,7.686290853540371,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,9.631807429895103,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,8.091602924004038,KG,2022-08-18,H,3,8,230,33,0
'1010003',BAR1,6.993602645440956,KG,2022-08-18,H,3,8,230,33,0
'1010003',BAR1,9.45661590409409,KG,2022-08-18,H,3,8,230,33,0
'1010003',BAR1,5.610057704092888,KG,2022-08-18,H,3,8,230,33,0
'1010003',BAR1,7.686290853540371,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,9.631807429895103,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,9.295361436273572,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,8.379208468849978,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,6.993602645440956,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,8.784597043495378,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,9.295361436273572,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,8.938725855543103,KG,2022-08-20,H,5,8,232,33,1
'1010003',BAR1,9.190011126040746,KG,2022-08-20,H,5,8,232,33,1
'1010003',BAR1,6.993602645440956,KG,2022-08-20,H,5,8,232,33,1
'1010003',BAR1,9.47766768473474,KG,2022-08-22,H,0,8,234,34,0
'1010003',BAR1,6.993602645440956,KG,2022-08-22,H,0,8,234,34,0
'1010003',BAR1,7.686290853540371,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,6.993602645440956,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,9.390663266107246,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,7.909342585078373,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,6.301372778317929,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,9.295361436273572,KG,2022-08-23,S,1,8,235,34,0
'1010003',BAR1,7.686290853540371,KG,2022-08-23,S,1,8,235,34,0
'1010003',BAR1,8.784597043495378,KG,2022-08-23,S,1,8,235,34,0
'1010003',BAR1,9.883107278434153,KG,2022-08-23,S,1,8,235,34,0
'1010003',BAR1,6.993602645440956,KG,2022-08-24,H,2,8,236,34,0
'1010003',BAR1,9.07224084701915,KG,2022-08-24,H,2,8,236,34,0
'1010003',BAR1,6.906674695361892,KG,2022-08-25,S,3,8,237,34,0
'1010003',BAR1,6.993602645440956,KG,2022-08-25,S,3,8,237,34,0
'1010003',BAR1,9.47766768473474,KG,2022-08-25,S,3,8,237,34,0
'1010003',BAR1,8.379208468849978,KG,2022-08-25,S,3,8,237,34,0
'1010003',BAR1,9.42110182047505,KG,2022-08-28,H,6,8,240,34,1
'1010003',BAR1,6.993602645440956,KG,2022-08-29,S,0,8,241,35,0
'1010003',BAR1,8.784597043495378,KG,2022-08-29,S,0,8,241,35,0
'1010003',BAR1,9.390663266107246,KG,2022-08-29,S,0,8,241,35,0
'1010003',BAR1,11.212793763152435,KG,2022-08-30,H,1,8,242,35,0
'1010003',BAR1,11.500472487507848,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,9.733583774988752,KG,2022-08-30,H,1,8,242,35,0
'1010003',BAR1,6.301372778317929,KG,2022-08-30,H,1,8,242,35,0
'1010003',BAR1,6.993602645440956,KG,2022-08-30,H,1,8,242,35,0
'1010003',BAR1,7.686290853540371,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,9.557704504525576,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,8.091602924004038,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,9.07224084701915,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,8.938725855543103,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,4.518740457989703,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,6.993602645440956,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,9.47766768473474,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,8.091602924004038,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,8.938725855543103,KG,2022-08-31,H,2,8,243,35,0
'1010003',BAR1,9.295361436273572,KG,2022-08-31,H,2,8,243,35,0
