Prediction,Material,Plant,UnitofMeasure,DebitCredit,DayOfWeek,Month,DayOfYear,WeekOfYear,IsWeekend,Quantity,Quantity_pred
214,1,1,1,1,0.952212,0.413664,0.3076,0.286104,-0.374206,8.379209,3.681652
215,11,1,1,2,-0.251626,1.550146,1.520387,1.531214,-0.374206,9.729194,1.885999
216,23,1,1,1,0.952212,0.413664,0.363575,0.351636,-0.374206,7.504061,3.309691
217,10,1,1,1,0.350293,0.129543,0.09303,0.089507,-0.374206,9.390663,4.220978
218,23,1,1,2,0.350293,0.981905,0.941981,0.941425,-0.374206,5.689819,2.984711
219,14,1,1,2,-0.853545,-1.575181,-1.688834,-1.67986,-0.374206,5.944897,3.506833
220,11,1,1,1,-1.455465,0.981905,0.858019,0.875893,-0.374206,9.674137,3.548323
221,14,1,1,1,0.952212,1.266025,1.352462,1.334617,-0.374206,8.875511,2.023344
222,22,1,1,2,-0.853545,0.981905,0.988626,1.006957,-0.374206,6.168103,3.418368
223,7,1,1,2,-1.455465,1.266025,1.175209,1.203553,-0.374206,6.524296,3.730579
224,23,1,1,1,1.554131,1.266025,1.221855,1.203553,2.672325,5.428468,3.706225
225,2,1,1,2,0.350293,0.981905,1.081918,1.072489,-0.374206,9.986725,3.275085
226,24,1,1,1,-1.455465,0.981905,0.858019,0.875893,-0.374206,7.909343,3.634377
227,22,1,1,2,-1.455465,1.266025,1.371121,1.40015,-0.374206,9.700796,3.350364
228,1,1,1,2,0.952212,-1.575181,-1.670175,-1.67986,-0.374206,8.379209,3.440638
229,2,1,1,1,-0.251626,0.413664,0.288942,0.286104,-0.374206,5.497168,4.147953
230,22,1,1,2,-1.455465,1.550146,1.511058,1.531214,-0.374206,6.556892,3.39814
231,22,1,1,1,0.350293,-0.154578,-0.093553,-0.107089,-0.374206,8.420021,3.101112
232,23,1,1,1,1.554131,0.413664,0.512841,0.4827,2.672325,8.420021,3.730792
233,12,1,1,2,0.952212,-1.006939,-0.8772,-0.893474,-0.374206,9.711176,3.824725
234,26,1,1,2,0.350293,-0.438698,-0.429401,-0.43475,-0.374206,6.908755,4.720363
235,7,1,1,2,-1.455465,-1.575181,-1.51158,-1.483263,-0.374206,9.103156,3.388844
236,10,1,1,2,-1.455465,-0.438698,-0.587996,-0.565814,-0.374206,10.083769,4.190728
237,11,1,1,2,-0.251626,-0.154578,-0.168186,-0.172621,-0.374206,9.798182,3.056006
238,14,1,1,1,2.15605,1.550146,1.492399,1.465682,2.672325,8.013079,3.082807
239,11,1,1,2,-0.251626,-0.154578,-0.168186,-0.172621,-0.374206,9.798182,3.056006
240,8,1,1,2,-0.853545,-0.722819,-0.849212,-0.827942,-0.374206,9.988462,3.979887
241,8,1,1,2,-0.853545,-0.154578,-0.056236,-0.041557,-0.374206,9.477668,3.9109
242,23,1,1,1,0.350293,0.697784,0.811373,0.810361,-0.374206,8.196933,3.784587
243,1,1,1,1,1.554131,-1.29106,-1.399631,-1.417731,2.672325,8.938725,3.524196
244,22,1,1,2,-0.251626,-0.438698,-0.373427,-0.369218,-0.374206,6.678091,3.523089
245,1,1,1,1,-0.853545,-1.575181,-1.62353,-1.614328,-0.374206,8.602306,3.57006
246,1,1,1,2,0.952212,-0.154578,-0.149527,-0.172621,-0.374206,7.686291,3.718017
247,22,1,1,1,-0.251626,0.129543,0.158334,0.155039,-0.374206,9.295362,3.11316
248,22,1,1,2,-1.455465,1.550146,1.511058,1.531214,-0.374206,9.208359,3.39814
249,22,1,1,1,1.554131,-1.575181,-1.660846,-1.67986,2.672325,8.602306,3.164562
250,23,1,1,2,2.15605,-0.154578,-0.065565,-0.107089,2.672325,6.811465,3.289912
251,23,1,1,2,1.554131,0.413664,0.503512,0.4827,2.672325,9.113058,3.63154
252,14,1,1,2,0.350293,1.550146,1.539045,1.531214,-0.374206,0,0.117328
253,22,1,1,1,-0.251626,-1.575181,-1.492922,-1.483263,-0.374206,5.896824,3.310234
254,23,1,1,1,0.350293,-1.575181,-1.539568,-1.548796,-0.374206,8.420021,3.192362
255,26,1,1,1,1.554131,0.129543,-0.01892,-0.041557,2.672325,9.680407,4.996372
256,7,1,1,2,1.556415,0.116827,0.108073,0.076596,2.681905,8.497113,3.709848
257,7,1,1,2,0.351782,0.116827,0.154639,0.142009,-0.372869,5.610204,2.849909
258,7,1,1,2,-0.250535,0.116827,0.210518,0.207422,-0.372869,9.700943,3.263904
259,7,1,1,1,-0.250535,-1.585008,-1.568315,-1.558737,-0.372869,8.314832,3.724494
260,22,1,1,1,0.351782,-1.301369,-1.428616,-1.42791,-0.372869,9.00771,3.403966
261,23,1,1,1,0.954098,-0.73409,-0.627675,-0.642951,-0.372869,8.854967,3.864781
262,1,1,1,2,-0.852852,-1.301369,-1.251664,-1.23167,-0.372869,8.938725,3.501583
263,23,1,1,2,-0.852852,0.684106,0.648242,0.665316,-0.372869,8.889942,3.431529
264,7,1,1,1,-0.250535,1.535024,1.514376,1.515689,-0.372869,9.435258,3.662661
265,22,1,1,2,-0.250535,-1.585008,-1.568315,-1.558737,-0.372869,9.449499,3.390686
266,8,1,1,1,1.556415,-1.301369,-1.279604,-1.297084,2.681905,7.686291,3.765545
267,22,1,1,2,1.556415,0.400467,0.434037,0.403662,2.681905,7.504061,3.243387
268,23,1,1,2,-0.852852,-1.01773,-0.98158,-0.970017,-0.372869,9.643641,3.128704
269,22,1,1,1,-1.455169,-1.01773,-1.065399,-1.03543,-0.372869,8.756431,3.500711
270,2,1,1,1,-1.455169,-1.585008,-1.642821,-1.62415,-0.372869,9.048527,3.887825
271,2,1,1,1,-1.455169,1.535024,1.495749,1.515689,-0.372869,6.852242,4.109579
272,1,1,1,2,-0.852852,1.251385,1.234978,1.254035,-0.372869,9.295362,3.774404
273,8,1,1,1,-1.455169,-0.450451,-0.338964,-0.315884,-0.372869,9.072241,4.138623
274,7,1,1,2,-1.455169,-1.585008,-1.521749,-1.493323,-0.372869,9.344295,3.587311
275,10,1,1,2,0.954098,0.967745,1.002146,0.992382,-0.372869,7.281055,3.708958
276,23,1,1,1,0.954098,0.116827,0.229145,0.207422,-0.372869,8.420021,3.368066
277,23,1,1,1,-0.250535,-1.01773,-1.102652,-1.100844,-0.372869,8.196933,3.301596
278,6,1,1,2,0.351782,0.116827,0.01494,0.011182,-0.372869,9.42433,2.80371
279,7,1,1,2,1.556415,0.116827,0.108073,0.076596,2.681905,8.497113,3.709848
280,22,1,1,1,-0.852852,0.967745,0.98352,0.992382,-0.372869,9.00771,3.836364
281,1,1,1,2,-0.852852,0.967745,0.98352,0.992382,-0.372869,8.602306,3.833673
282,10,1,1,2,-0.250535,1.251385,1.188411,1.188622,-0.372869,6.301373,4.151639
283,14,1,1,1,-0.250535,1.251385,1.113905,1.123209,-0.372869,9.071652,3.04726
284,22,1,1,1,0.954098,-1.301369,-1.40999,-1.42791,-0.372869,8.756431,3.389297
285,24,1,1,1,1.556415,-0.166812,-0.283085,-0.315884,2.681905,7.909343,2.949642
286,1,1,1,1,0.351782,-0.166812,-0.245832,-0.250471,-0.372869,9.557705,3.393722
287,1,1,1,2,0.351782,-1.585008,-1.559002,-1.558737,-0.372869,9.295362,3.770157
288,18,1,1,2,-0.250535,0.400467,0.47129,0.469076,-0.372869,7.909343,2.508143
289,8,1,1,1,1.556415,1.535024,1.41193,1.384862,2.681905,8.496966,4.202735
290,14,1,1,1,0.351782,-1.585008,-1.680074,-1.689563,-0.372869,5.87099,3.338936
291,22,1,1,1,-0.250535,0.684106,0.722748,0.730729,-0.372869,7.504061,3.896595
292,7,1,1,2,-0.852852,-0.166812,-0.255145,-0.250471,-0.372869,6.706373,2.954907
293,14,1,1,1,0.954098,1.535024,1.393303,1.384862,-0.372869,9.477079,1.344592
294,26,1,1,2,-0.250535,-0.450451,-0.450723,-0.446711,-0.372869,9.105091,4.482671
295,8,1,1,1,0.954098,-1.01773,-1.028146,-1.03543,-0.372869,8.496966,4.036346
296,22,1,1,1,-1.455169,0.684106,0.704122,0.730729,-0.372869,7.504061,3.94557
297,22,1,1,2,-1.455169,-1.301369,-1.38205,-1.362497,-0.372869,6.06824,3.488117
298,18,1,1,1,-0.852852,1.251385,1.169785,1.188622,-0.372869,6.811465,3.040794
299,1,1,1,1,-0.852852,-0.450451,-0.385531,-0.381297,-0.372869,8.864628,3.727041
300,7,1,1,2,0.954098,0.967745,1.067339,1.057795,-0.372869,8.90251,2.824361
301,22,1,1,1,-1.455169,-1.585008,-1.586942,-1.558737,-0.372869,7.909343,3.381442
302,12,1,1,2,-0.250535,-0.73409,-0.851194,-0.83919,-0.372869,9.729194,3.657681
303,23,1,1,2,1.556415,0.684106,0.815881,0.796142,2.681905,9.75486,3.615225
304,22,1,1,2,-1.455169,-1.585008,-1.456556,-1.42791,-0.372869,3.164631,3.309063
305,24,1,1,1,1.556415,0.684106,0.629615,0.599902,2.681905,6.811465,3.203227
306,8,1,1,1,-1.455169,0.116827,0.191892,0.207422,-0.372869,8.938725,4.480798
307,14,1,1,2,-0.852852,-1.301369,-1.242351,-1.23167,-0.372869,8.784009,2.918321
308,7,1,1,2,0.351782,0.967745,1.058026,1.057795,-0.372869,8.90251,2.779773
309,22,1,1,2,-1.455169,1.251385,1.35605,1.384862,-0.372869,6.811465,3.335421
310,14,1,1,1,-0.250535,-1.01773,-1.037459,-1.03543,-0.372869,8.719481,3.06728
311,1,1,1,2,-0.250535,0.400467,0.266398,0.272836,-0.372869,7.686291,3.44161
312,2,1,1,1,-0.852852,0.116827,0.005627,0.011182,-0.372869,9.153876,4.160192
313,12,1,1,2,-1.455169,-1.585008,-1.456556,-1.42791,-0.372869,8.47658,3.703421
314,23,1,1,1,-0.852852,-0.450451,-0.320338,-0.315884,-0.372869,8.420021,3.251288
315,2,1,1,1,-0.250535,1.251385,1.113905,1.123209,-0.372869,9.33618,4.241843
316,1,1,1,2,1.556415,0.116827,0.173265,0.142009,2.681905,6.993603,3.93686
317,1,1,1,1,-0.250535,-1.301369,-1.298231,-1.297084,-0.372869,6.301373,3.610753
318,23,1,1,2,-0.250535,0.967745,0.918327,0.926969,-0.372869,7.504061,3.254203
319,10,1,1,2,0.351782,-1.01773,-1.028146,-1.03543,-0.372869,7.909343,3.781307
320,23,1,1,2,-0.855404,0.124459,0.07818,0.084058,-0.37535,8.196933,2.782768
321,26,1,1,2,-1.457142,1.55011,1.566545,1.596486,-0.37535,8.006701,4.369855
322,22,1,1,1,0.94981,1.55011,1.472937,1.464971,-0.37535,6.168103,2.765653
323,1,1,1,1,-0.855404,-1.586322,-1.700369,-1.691402,-0.37535,9.733583,3.550504
324,1,1,1,1,0.94981,0.694719,0.817682,0.807393,-0.37535,8.602306,3.801049
325,23,1,1,2,0.348072,0.124459,0.227953,0.215573,-0.37535,6.258893,2.531084
326,10,1,1,2,-1.457142,-1.016062,-0.923424,-0.902309,-0.37535,7.398762,3.469061
327,1,1,1,2,0.94981,-1.301192,-1.288494,-1.296856,-0.37535,7.686291,3.604707
328,7,1,1,1,0.348072,-1.586322,-1.559957,-1.559887,-0.37535,8.90251,3.731587
329,14,1,1,2,0.94981,-1.586322,-1.541235,-1.559887,-0.37535,7.017685,3.146459
330,23,1,1,2,0.348072,0.124459,0.227953,0.215573,-0.37535,6.258893,2.531084
331,10,1,1,2,-0.855404,0.409589,0.405808,0.412846,-0.37535,9.190011,3.700474
332,1,1,1,1,0.348072,0.694719,0.611745,0.61012,-0.37535,8.784597,4.001545
333,26,1,1,2,-1.457142,1.55011,1.435494,1.464971,-0.37535,9.903538,4.337397
334,23,1,1,1,-1.457142,-1.586322,-1.588039,-1.559887,-0.37535,8.756431,2.829866
335,1,1,1,2,-0.855404,-0.445802,-0.586435,-0.57352,-0.37535,8.379209,3.483574
336,1,1,1,1,0.348072,-0.730932,-0.76429,-0.770793,-0.37535,7.686291,3.614565
337,1,1,1,2,-0.855404,-1.301192,-1.307216,-1.296856,-0.37535,8.938725,3.368565
338,2,1,1,1,-0.855404,-1.016062,-1.12,-1.099582,-0.37535,7.796058,3.82753
339,23,1,1,1,-0.253666,0.409589,0.415169,0.412846,-0.37535,8.196933,3.537508
340,24,1,1,1,0.348072,-0.160672,-0.296251,-0.310489,-0.37535,7.504061,2.914528
341,23,1,1,2,1.551548,-1.586322,-1.606761,-1.625645,2.664181,6.811465,3.46749
342,22,1,1,2,0.94981,-1.016062,-1.082557,-1.099582,-0.37535,6.811465,3.15154
343,26,1,1,2,-1.457142,0.979849,1.107867,1.136182,-0.37535,9.903538,4.263666
344,23,1,1,1,0.94981,-1.301192,-1.35402,-1.362613,-0.37535,6.811465,3.152411
345,1,1,1,1,-1.457142,0.124459,0.134345,0.149815,-0.37535,9.244073,3.645192
346,23,1,1,1,0.348072,-1.301192,-1.428906,-1.428371,-0.37535,7.909343,3.362394
347,23,1,1,2,-0.855404,0.124459,0.003294,0.0183,-0.37535,5.428468,2.693364
348,1,1,1,1,0.94981,0.979849,0.883208,0.873151,-0.37535,9.190011,3.939294
349,22,1,1,2,-1.457142,0.694719,0.780239,0.807393,-0.37535,9.643641,3.163071
350,22,1,1,1,1.551548,1.55011,1.482298,1.464971,2.664181,8.643121,3.752952
351,1,1,1,2,0.94981,-0.445802,-0.427302,-0.442005,-0.37535,6.993603,3.821244
352,22,1,1,1,0.348072,0.409589,0.490055,0.478604,-0.37535,9.854938,3.294994
353,7,1,1,1,0.348072,0.124459,0.096902,0.084058,-0.37535,6.301519,3.078636
354,6,1,1,1,0.94981,0.979849,0.958094,0.938909,-0.37535,9.42433,3.802445
355,23,1,1,1,-0.855404,1.55011,1.575906,1.596486,-0.37535,6.811465,3.555781
356,1,1,1,2,-0.855404,0.409589,0.536859,0.544362,-0.37535,9.557705,3.655401
357,26,1,1,1,-0.253666,0.409589,0.405808,0.412846,-0.37535,9.392745,4.554689
358,1,1,1,2,-0.855404,0.979849,0.930012,0.938909,-0.37535,9.190011,3.552081
359,14,1,1,2,-1.457142,0.409589,0.518137,0.544362,-0.37535,8.784009,3.358611
360,22,1,1,1,0.348072,-1.301192,-1.363381,-1.362613,-0.37535,8.602306,3.352006
361,1,1,1,1,0.94981,1.264979,1.276361,1.267697,-0.37535,8.602306,3.513249
362,14,1,1,2,0.348072,0.124459,0.153067,0.149815,-0.37535,5.014627,2.649033
363,14,1,1,2,0.348072,0.694719,0.686631,0.675878,-0.37535,5.831882,2.614393
364,10,1,1,2,-0.253666,1.55011,1.660153,1.662244,-0.37535,9.072241,3.789409
365,1,1,1,1,0.94981,0.694719,0.695992,0.675878,-0.37535,9.825952,3.952677
366,7,1,1,1,-0.253666,0.409589,0.349643,0.347089,-0.37535,6.014448,3.505852
367,14,1,1,1,-1.457142,-1.586322,-1.447628,-1.428371,-0.37535,8.091015,2.805722
368,8,1,1,2,1.551548,1.264979,1.285722,1.267697,2.664181,9.988462,4.163719
369,22,1,1,2,-0.855404,1.55011,1.454216,1.464971,-0.37535,9.80615,3.254792
370,22,1,1,2,0.348072,0.124459,0.031376,0.0183,-0.37535,9.208359,2.774288
371,1,1,1,2,-0.855404,0.979849,1.051702,1.070424,-0.37535,6.993603,3.671558
372,23,1,1,1,1.551548,-1.016062,-0.942145,-0.968067,2.664181,8.889942,3.547006
373,1,1,1,2,0.94981,-0.730932,-0.829816,-0.836551,-0.37535,8.784597,3.5946
374,23,1,1,2,1.551548,-1.016062,-1.138722,-1.16534,2.664181,6.06824,3.356001
375,23,1,1,1,-0.253666,-0.160672,-0.118396,-0.113216,-0.37535,7.504061,3.185166
376,22,1,1,2,1.551548,0.409589,0.499416,0.478604,2.664181,6.811465,3.171646
377,22,1,1,1,0.94981,-1.301192,-1.419545,-1.428371,-0.37535,6.811465,3.249617
378,14,1,1,1,-1.457142,0.409589,0.330922,0.347089,-0.37535,9.390076,3.648898
379,8,1,1,2,-0.855404,1.264979,1.257639,1.267697,-0.37535,9.988462,4.056109
380,22,1,1,1,-0.253666,1.55011,1.529102,1.530729,-0.37535,9.643641,3.820316
381,13,1,1,1,1.551548,0.409589,0.302839,0.281331,2.664181,9.372462,3.278762
382,26,1,1,2,0.94981,-0.160672,-0.296251,-0.310489,-0.37535,9.105091,4.726524
383,14,1,1,1,-0.253666,1.55011,1.454216,1.464971,-0.37535,6.785588,2.65224
384,14,1,1,2,-0.846423,0.982382,1.063143,1.072066,-0.370955,9.294773,3.19742
385,18,1,1,1,1.565644,-1.574482,-1.45534,-1.482884,2.695742,7.504061,3.222481
386,1,1,1,1,-0.846423,-0.722194,-0.709123,-0.696746,-0.370955,6.993603,3.628815
387,14,1,1,1,-0.243406,-0.154002,-0.046855,-0.04163,-0.370955,8.601718,3.72724
388,7,1,1,1,-0.243406,0.698286,0.811295,0.81002,-0.370955,8.697746,3.758091
389,1,1,1,2,0.35961,-0.154002,-0.168115,-0.172653,-0.370955,8.379209,3.743359
390,1,1,1,1,1.565644,-1.574482,-1.45534,-1.482884,2.695742,8.379209,3.708605
391,23,1,1,2,-0.846423,-0.154002,-0.046855,-0.04163,-0.370955,9.700796,2.791134
392,5,1,1,2,0.962627,-1.290386,-1.212819,-1.220838,-0.370955,5.65882,4.45887
393,8,1,1,1,1.565644,0.982382,0.904572,0.875531,2.695742,7.909343,3.963703
394,8,1,1,1,0.962627,-0.154002,-0.084166,-0.107142,-0.370955,9.988462,4.058496
395,9,1,1,1,0.962627,-1.574482,-1.473995,-1.482884,-0.370955,9.497698,3.890496
396,9,1,1,2,0.962627,-0.722194,-0.821055,-0.827769,-0.370955,9.102421,3.920442
397,5,1,1,2,0.962627,-1.290386,-1.212819,-1.220838,-0.370955,5.65882,4.45887
398,7,1,1,1,0.962627,-0.722194,-0.615845,-0.631234,-0.370955,9.477815,3.810481
399,1,1,1,2,-0.846423,-0.722194,-0.709123,-0.696746,-0.370955,9.190011,3.501453
400,1,1,1,2,-0.243406,0.982382,0.941883,0.941043,-0.370955,8.379209,3.765502
401,22,1,1,2,-1.44944,0.982382,0.848606,0.875531,-0.370955,8.889942,3.11445
402,7,1,1,2,-0.846423,0.982382,1.063143,1.072066,-0.370955,7.21671,3.765223
403,7,1,1,2,-0.243406,-1.574482,-1.492651,-1.482884,-0.370955,5.610204,3.928087
404,1,1,1,1,-1.44944,-1.290386,-1.315424,-1.28635,-0.370955,6.993603,3.587281
405,6,1,1,1,0.962627,-1.574482,-1.464668,-1.482884,-0.370955,8.651235,4.249515
406,8,1,1,1,-1.44944,-1.00629,-1.054248,-1.024304,-0.370955,9.244073,4.037152
407,7,1,1,1,0.35961,-0.154002,-0.093493,-0.107142,-0.370955,5.559103,3.373749
408,8,1,1,1,0.962627,1.266478,1.342975,1.334112,-0.370955,6.301373,4.340721
409,6,1,1,1,0.35961,-0.438098,-0.559879,-0.565723,-0.370955,9.59559,4.062944
410,22,1,1,1,-0.243406,0.982382,0.876589,0.875531,-0.370955,9.208359,3.66443
411,29,1,1,1,-0.243406,0.41419,0.354237,0.351439,-0.370955,7.313887,3.680932
412,14,1,1,2,-0.243406,-0.154002,-0.037527,-0.04163,-0.370955,7.088242,3.277304
413,26,1,1,1,0.35961,1.550574,1.538857,1.530647,-0.370955,9.392745,4.639311
414,1,1,1,1,2.16866,0.982382,0.904572,0.875531,2.695742,8.091603,3.530899
415,1,1,1,2,-0.243406,1.266478,1.398941,1.399624,-0.370955,8.091603,3.908947
416,1,1,1,1,-0.243406,0.982382,1.072471,1.072066,-0.370955,4.518741,4.183395
417,23,1,1,1,-0.846423,1.266478,1.380286,1.399624,-0.370955,8.420021,3.776854
418,9,1,1,2,0.35961,0.41419,0.550119,0.547974,-0.370955,10.170189,3.886384
419,1,1,1,2,-0.243406,-1.290386,-1.352735,-1.351861,-0.370955,7.686291,3.691194
420,23,1,1,1,-0.243406,0.698286,0.801967,0.81002,-0.370955,7.504061,3.672545
421,11,1,1,2,0.35961,1.266478,1.398941,1.399624,-0.370955,9.692828,1.859622
422,1,1,1,2,-0.846423,0.41419,0.335582,0.351439,-0.370955,8.091603,3.614861
423,8,1,1,1,0.35961,0.982382,1.081799,1.072066,-0.370955,8.602306,4.532969
424,1,1,1,1,0.35961,0.41419,0.288943,0.285927,-0.370955,8.602306,3.871115
425,11,1,1,1,-1.44944,0.982382,0.857934,0.875531,-0.370955,9.674137,3.200553
426,23,1,1,1,-0.846423,1.266478,1.389613,1.399624,-0.370955,6.119418,3.780779
427,24,1,1,1,-1.44944,0.130094,0.204994,0.220416,-0.370955,6.811465,2.769158
428,7,1,1,2,-0.846423,0.982382,0.857934,0.875531,-0.370955,9.477815,3.708325
429,14,1,1,2,1.565644,0.130094,0.186338,0.154904,2.695742,7.438972,3.491804
430,2,1,1,1,-1.44944,1.550574,1.44558,1.465135,-0.370955,10.840189,3.927281
431,7,1,1,1,0.35961,-0.154002,-0.289375,-0.303676,-0.370955,8.784744,3.626165
432,14,1,1,1,-1.44944,-0.438098,-0.587862,-0.565723,-0.370955,8.37862,3.955122
433,7,1,1,2,0.35961,0.982382,1.081799,1.072066,-0.370955,4.920711,3.308903
434,22,1,1,1,0.962627,0.698286,0.82995,0.81002,-0.370955,6.733593,3.537474
435,23,1,1,1,-0.846423,-1.574482,-1.632566,-1.613908,-0.370955,6.811465,3.324016
