Material,Plant,Quantity,UnitofMeasure,EntryDate,DebitCredit,DayOfWeek,Month,DayOfYear,WeekOfYear,IsWeekend
'1010003',BAR1,9253.44,KG,2022-05-24,H,1,5,144,21,0
'1010003',BAR1,2177.28,KG,2022-05-24,H,1,5,144,21,0
'1010003',BAR1,7076.16,KG,2022-05-24,H,1,5,144,21,0
'1010003',BAR1,272.16,KG,2022-05-25,H,2,5,145,21,0
'1010003',BAR1,18234.72,KG,2022-05-25,H,2,5,145,21,0
'1010003',BAR1,272.16,KG,2022-05-26,H,3,5,146,21,0
'1010003',BAR1,12791.52,KG,2022-05-26,H,3,5,146,21,0
'1010003',BAR1,5443.2,KG,2022-05-26,H,3,5,146,21,0
'1010003',BAR1,1088.64,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,18506.88,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,13063.68,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,2177.28,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,1088.64,KG,2022-05-26,S,3,5,146,21,0
'1010003',BAR1,1088.64,KG,2022-05-27,H,4,5,147,21,0
'1010003',BAR1,6531.84,KG,2022-05-27,H,4,5,147,21,0
'1010003',BAR1,10886.4,KG,2022-05-27,H,4,5,147,21,0
'1010003',BAR1,9253.44,KG,2022-05-30,H,0,5,150,22,0
'1010003',BAR1,1088.64,KG,2022-05-30,H,0,5,150,22,0
'1010003',BAR1,6531.84,KG,2022-05-30,H,0,5,150,22,0
'1010003',BAR1,544.32,KG,2022-05-30,H,0,5,150,22,0
'1010003',BAR1,4082.4,KG,2022-06-01,H,2,6,152,22,0
'1010003',BAR1,11975.04,KG,2022-06-01,H,2,6,152,22,0
'1010003',BAR1,2449.44,KG,2022-06-01,H,2,6,152,22,0
'1010003',BAR1,9797.76,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,8709.12,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,10614.24,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,7620.48,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,272.16,KG,2022-06-02,H,3,6,153,22,0
'1010003',BAR1,10886.4,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,8709.12,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,1088.64,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,2177.28,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,5443.2,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,7620.48,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,2177.28,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,8709.12,KG,2022-06-02,S,3,6,153,22,0
'1010003',BAR1,272.16,KG,2022-06-03,H,4,6,154,22,0
'1010003',BAR1,5171.04,KG,2022-06-03,H,4,6,154,22,0
'1010003',BAR1,13063.68,KG,2022-06-03,H,4,6,154,22,0
'1010003',BAR1,4354.56,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,15240.96,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,2177.28,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,9797.76,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,5443.2,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,2177.28,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,17418.24,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,4354.56,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,6531.84,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,5443.2,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,3265.92,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8709.12,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,2177.28,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,6531.84,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,1088.64,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,14152.32,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,3265.92,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,2177.28,KG,2022-06-03,S,4,6,154,22,0
'1010003',BAR1,8709.12,KG,2022-06-06,H,0,6,157,23,0
'1010003',BAR1,8981.28,KG,2022-06-06,H,0,6,157,23,0
'1010003',BAR1,816.48,KG,2022-06-06,H,0,6,157,23,0
'1010003',BAR1,3265.92,KG,2022-06-06,S,0,6,157,23,0
'1010003',BAR1,2177.28,KG,2022-06-06,S,0,6,157,23,0
'1010003',BAR1,13063.68,KG,2022-06-06,S,0,6,157,23,0
'1010003',BAR1,1088.64,KG,2022-06-06,S,0,6,157,23,0
'1010003',BAR1,5987.52,KG,2022-06-07,H,1,6,158,23,0
'1010003',BAR1,3810.24,KG,2022-06-07,H,1,6,158,23,0
'1010003',BAR1,8709.12,KG,2022-06-07,H,1,6,158,23,0
'1010003',BAR1,11702.88,KG,2022-06-08,H,2,6,159,23,0
'1010003',BAR1,6804.0,KG,2022-06-08,H,2,6,159,23,0
'1010003',BAR1,18506.88,KG,2022-06-08,H,2,6,159,23,0
'1010003',BAR1,19595.52,KG,2022-06-10,H,4,6,161,23,0
'1010003',BAR1,17826.48,KG,2022-06-14,H,1,6,165,24,0
'1010003',BAR1,17282.16,KG,2022-06-14,H,1,6,165,24,0
'1010003',BAR1,8709.12,KG,2022-06-15,H,2,6,166,24,0
'1010003',BAR1,9797.76,KG,2022-06-15,H,2,6,166,24,0
'1010003',BAR1,15240.96,KG,2022-06-16,H,3,6,167,24,0
'1010003',BAR1,3265.92,KG,2022-06-16,H,3,6,167,24,0
'1010003',BAR1,6531.84,KG,2022-06-17,H,4,6,168,24,0
'1010003',BAR1,7620.48,KG,2022-06-17,H,4,6,168,24,0
'1010003',BAR1,1088.64,KG,2022-06-17,H,4,6,168,24,0
'1010003',BAR1,3265.92,KG,2022-06-17,H,4,6,168,24,0
'1010003',BAR1,1088.64,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,2177.28,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,8709.12,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,7620.48,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,1088.64,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,3265.92,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,11975.04,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,2177.28,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,8709.12,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,2177.28,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,3265.92,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,14152.32,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,11975.04,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,1088.64,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,5443.2,KG,2022-06-17,S,4,6,168,24,0
'1010003',BAR1,14152.32,KG,2022-06-20,H,0,6,171,25,0
'1010003',BAR1,4354.56,KG,2022-06-20,H,0,6,171,25,0
'1010003',BAR1,2177.28,KG,2022-06-22,H,2,6,173,25,0
'1010003',BAR1,4354.56,KG,2022-06-22,H,2,6,173,25,0
'1010003',BAR1,5443.2,KG,2022-06-22,H,2,6,173,25,0
'1010003',BAR1,6531.84,KG,2022-06-22,H,2,6,173,25,0
'1010003',BAR1,5443.2,KG,2022-06-23,S,3,6,174,25,0
'1010003',BAR1,4354.56,KG,2022-06-23,S,3,6,174,25,0
'1010003',BAR1,1088.64,KG,2022-06-23,S,3,6,174,25,0
'1010003',BAR1,2177.28,KG,2022-06-23,S,3,6,174,25,0
'1010003',BAR1,18506.88,KG,2022-06-28,H,1,6,179,26,0
'1010003',BAR1,18506.88,KG,2022-06-28,H,1,6,179,26,0
'1010003',BAR1,2177.28,KG,2022-06-28,S,1,6,179,26,0
'1010003',BAR1,7620.48,KG,2022-06-28,S,1,6,179,26,0
'1010003',BAR1,4354.56,KG,2022-06-28,S,1,6,179,26,0
'1010003',BAR1,1088.64,KG,2022-06-28,S,1,6,179,26,0
'1010003',BAR1,9797.76,KG,2022-06-29,S,2,6,180,26,0
'1010003',BAR1,3265.92,KG,2022-06-29,S,2,6,180,26,0
'1010003',BAR1,1088.64,KG,2022-06-29,S,2,6,180,26,0
'1010003',BAR1,5443.2,KG,2022-06-29,S,2,6,180,26,0
'1010003',BAR1,18506.88,KG,2022-07-04,H,0,7,185,27,0
'1010003',BAR1,18506.88,KG,2022-07-05,H,1,7,186,27,0
'1010003',BAR1,7620.48,KG,2022-07-07,H,3,7,188,27,0
'1010003',BAR1,10886.4,KG,2022-07-07,H,3,7,188,27,0
'1010003',BAR1,14152.32,KG,2022-07-08,H,4,7,189,27,0
'1010003',BAR1,4354.56,KG,2022-07-08,H,4,7,189,27,0
'1010003',BAR1,10886.4,KG,2022-07-12,H,1,7,193,28,0
'1010003',BAR1,7620.48,KG,2022-07-12,H,1,7,193,28,0
'1010003',BAR1,7620.48,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,11975.04,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,7620.48,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9797.76,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,2177.28,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,13063.68,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,6531.84,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,2177.28,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,6531.84,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,10886.4,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,14152.32,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,5443.2,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,16329.6,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,3265.92,KG,2022-07-12,S,1,7,193,28,0
'1010003',BAR1,9797.76,KG,2022-07-14,S,3,7,195,28,0
'1010003',BAR1,4354.56,KG,2022-07-14,S,3,7,195,28,0
'1010003',BAR1,3265.92,KG,2022-07-14,S,3,7,195,28,0
'1010003',BAR1,1088.64,KG,2022-07-14,S,3,7,195,28,0
'1010003',BAR1,6531.84,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,1088.64,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,4354.56,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,5443.2,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,5443.2,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,11975.04,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,1088.64,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,1088.64,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,17418.24,KG,2022-07-15,S,4,7,196,28,0
'1010003',BAR1,8164.8,KG,2022-07-18,H,0,7,199,29,0
'1010003',BAR1,10342.08,KG,2022-07-18,H,0,7,199,29,0
'1010003',BAR1,5443.2,KG,2022-07-18,H,0,7,199,29,0
'1010003',BAR1,8709.12,KG,2022-07-19,H,1,7,200,29,0
'1010003',BAR1,9797.76,KG,2022-07-19,H,1,7,200,29,0
'1010003',BAR1,13063.68,KG,2022-07-20,H,2,7,201,29,0
'1010003',BAR1,13063.68,KG,2022-07-21,H,3,7,202,29,0
'1010003',BAR1,4354.56,KG,2022-07-21,H,3,7,202,29,0
'1010003',BAR1,1088.64,KG,2022-07-21,H,3,7,202,29,0
'1010003',BAR1,11975.04,KG,2022-07-21,S,3,7,202,29,0
'1010003',BAR1,4354.56,KG,2022-07-21,S,3,7,202,29,0
'1010003',BAR1,3265.92,KG,2022-07-21,S,3,7,202,29,0
'1010003',BAR1,11975.04,KG,2022-07-22,H,4,7,203,29,0
'1010003',BAR1,3265.92,KG,2022-07-22,H,4,7,203,29,0
'1010003',BAR1,1088.64,KG,2022-07-22,H,4,7,203,29,0
'1010003',BAR1,2177.28,KG,2022-07-22,H,4,7,203,29,0
'1010003',BAR1,4354.56,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,1088.64,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,3265.92,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,5443.2,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,2177.28,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,4354.56,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,1088.64,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,3265.92,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,2177.28,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,5443.2,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,11975.04,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,5443.2,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,1088.64,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,1088.64,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,8709.12,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,9797.76,KG,2022-07-22,S,4,7,203,29,0
'1010003',BAR1,18506.88,KG,2022-07-23,H,5,7,204,29,1
'1010003',BAR1,2177.28,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,3265.92,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,5443.2,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,7620.48,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,1088.64,KG,2022-07-23,S,5,7,204,29,1
'1010003',BAR1,18506.88,KG,2022-07-25,H,0,7,206,30,0
'1010003',BAR1,18506.88,KG,2022-07-26,H,1,7,207,30,0
'1010003',BAR1,11975.04,KG,2022-07-26,S,1,7,207,30,0
'1010003',BAR1,4354.56,KG,2022-07-26,S,1,7,207,30,0
'1010003',BAR1,2177.28,KG,2022-07-26,S,1,7,207,30,0
'1010003',BAR1,1088.64,KG,2022-07-26,S,1,7,207,30,0
'1010003',BAR1,13063.68,KG,2022-07-27,H,2,7,208,30,0
'1010003',BAR1,5443.2,KG,2022-07-27,H,2,7,208,30,0
'1010003',BAR1,1088.64,KG,2022-07-28,H,3,7,209,30,0
'1010003',BAR1,7620.48,KG,2022-07-28,H,3,7,209,30,0
'1010003',BAR1,9797.76,KG,2022-07-28,H,3,7,209,30,0
'1010003',BAR1,1088.64,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,2177.28,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,9797.76,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,4354.56,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,8709.12,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,1088.64,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,5443.2,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,14152.32,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,3265.92,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,1088.64,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,2177.28,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,5443.2,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,11975.04,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,4354.56,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,10886.4,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,2177.28,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,3265.92,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,10886.4,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,3265.92,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,4354.56,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,11975.04,KG,2022-07-29,S,4,7,210,30,0
'1010003',BAR1,11975.04,KG,2022-07-30,H,5,7,211,30,1
'1010003',BAR1,6531.84,KG,2022-07-30,H,5,7,211,30,1
'1010003',BAR1,7620.48,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,2177.28,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,7348.32,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,544.32,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,272.16,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,17418.24,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,544.32,KG,2022-08-02,H,1,8,214,31,0
'1010003',BAR1,3265.92,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,15240.96,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,1088.64,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,1088.64,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,17418.24,KG,2022-08-02,S,1,8,214,31,0
'1010003',BAR1,4354.56,KG,2022-08-03,S,2,8,215,31,0
'1010003',BAR1,7620.48,KG,2022-08-03,S,2,8,215,31,0
'1010003',BAR1,13063.68,KG,2022-08-04,H,3,8,216,31,0
'1010003',BAR1,5443.2,KG,2022-08-04,H,3,8,216,31,0
'1010003',BAR1,816.48,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,4354.56,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,9797.76,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,272.16,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,1088.64,KG,2022-08-05,H,4,8,217,31,0
'1010003',BAR1,1088.64,KG,2022-08-06,H,5,8,218,31,1
'1010003',BAR1,18506.88,KG,2022-08-06,H,5,8,218,31,1
'1010003',BAR1,5443.2,KG,2022-08-08,H,0,8,220,32,0
'1010003',BAR1,4354.56,KG,2022-08-08,H,0,8,220,32,0
'1010003',BAR1,3265.92,KG,2022-08-08,H,0,8,220,32,0
'1010003',BAR1,18506.88,KG,2022-08-09,H,1,8,221,32,0
'1010003',BAR1,10886.4,KG,2022-08-09,S,1,8,221,32,0
'1010003',BAR1,3265.92,KG,2022-08-09,S,1,8,221,32,0
'1010003',BAR1,1088.64,KG,2022-08-09,S,1,8,221,32,0
'1010003',BAR1,90.72,KG,2022-08-09,S,1,8,221,32,0
'1010003',BAR1,13063.68,KG,2022-08-10,H,2,8,222,32,0
'1010003',BAR1,5443.2,KG,2022-08-10,H,2,8,222,32,0
'1010003',BAR1,1088.64,KG,2022-08-10,S,2,8,222,32,0
'1010003',BAR1,4354.56,KG,2022-08-10,S,2,8,222,32,0
'1010003',BAR1,3265.92,KG,2022-08-10,S,2,8,222,32,0
'1010003',BAR1,2177.28,KG,2022-08-10,S,2,8,222,32,0
'1010003',BAR1,5443.2,KG,2022-08-11,H,3,8,223,32,0
'1010003',BAR1,11975.04,KG,2022-08-11,H,3,8,223,32,0
'1010003',BAR1,1088.64,KG,2022-08-11,H,3,8,223,32,0
'1010003',BAR1,16329.6,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,1088.64,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,13063.68,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,5443.2,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,1088.64,KG,2022-08-11,S,3,8,223,32,0
'1010003',BAR1,14152.32,KG,2022-08-12,H,4,8,224,32,0
'1010003',BAR1,4354.56,KG,2022-08-12,H,4,8,224,32,0
'1010003',BAR1,18506.88,KG,2022-08-13,H,5,8,225,32,1
'1010003',BAR1,7076.16,KG,2022-08-14,H,6,8,226,32,1
'1010003',BAR1,10342.08,KG,2022-08-14,H,6,8,226,32,1
'1010003',BAR1,1088.64,KG,2022-08-14,H,6,8,226,32,1
'1010003',BAR1,6531.84,KG,2022-08-15,H,0,8,227,33,0
'1010003',BAR1,1088.64,KG,2022-08-15,H,0,8,227,33,0
'1010003',BAR1,3265.92,KG,2022-08-15,H,0,8,227,33,0
'1010003',BAR1,1088.64,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,2177.28,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,11975.04,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,1088.64,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,7620.48,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,10886.4,KG,2022-08-15,S,0,8,227,33,0
'1010003',BAR1,17418.24,KG,2022-08-16,H,1,8,228,33,0
'1010003',BAR1,544.32,KG,2022-08-16,H,1,8,228,33,0
'1010003',BAR1,6531.84,KG,2022-08-16,S,1,8,228,33,0
'1010003',BAR1,13063.68,KG,2022-08-16,S,1,8,228,33,0
'1010003',BAR1,19595.52,KG,2022-08-16,S,1,8,228,33,0
'1010003',BAR1,6531.84,KG,2022-08-17,H,2,8,229,33,0
'1010003',BAR1,11975.04,KG,2022-08-17,H,2,8,229,33,0
'1010003',BAR1,1088.64,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,7620.48,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,2177.28,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,8709.12,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,1088.64,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,2177.28,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,15240.96,KG,2022-08-17,S,2,8,229,33,0
'1010003',BAR1,3265.92,KG,2022-08-18,H,3,8,230,33,0
'1010003',BAR1,1088.64,KG,2022-08-18,H,3,8,230,33,0
'1010003',BAR1,12791.52,KG,2022-08-18,H,3,8,230,33,0
'1010003',BAR1,272.16,KG,2022-08-18,H,3,8,230,33,0
'1010003',BAR1,2177.28,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,15240.96,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,10886.4,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,4354.56,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,1088.64,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,6531.84,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,10886.4,KG,2022-08-18,S,3,8,230,33,0
'1010003',BAR1,7620.48,KG,2022-08-20,H,5,8,232,33,1
'1010003',BAR1,9797.76,KG,2022-08-20,H,5,8,232,33,1
'1010003',BAR1,1088.64,KG,2022-08-20,H,5,8,232,33,1
'1010003',BAR1,13063.68,KG,2022-08-22,H,0,8,234,34,0
'1010003',BAR1,1088.64,KG,2022-08-22,H,0,8,234,34,0
'1010003',BAR1,2177.28,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,1088.64,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,11975.04,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,2721.6,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,544.32,KG,2022-08-23,H,1,8,235,34,0
'1010003',BAR1,10886.4,KG,2022-08-23,S,1,8,235,34,0
'1010003',BAR1,2177.28,KG,2022-08-23,S,1,8,235,34,0
'1010003',BAR1,6531.84,KG,2022-08-23,S,1,8,235,34,0
'1010003',BAR1,19595.52,KG,2022-08-23,S,1,8,235,34,0
'1010003',BAR1,1088.64,KG,2022-08-24,H,2,8,236,34,0
'1010003',BAR1,8709.12,KG,2022-08-24,H,2,8,236,34,0
'1010003',BAR1,997.92,KG,2022-08-25,S,3,8,237,34,0
'1010003',BAR1,1088.64,KG,2022-08-25,S,3,8,237,34,0
'1010003',BAR1,13063.68,KG,2022-08-25,S,3,8,237,34,0
'1010003',BAR1,4354.56,KG,2022-08-25,S,3,8,237,34,0
'1010003',BAR1,12345.178,KG,2022-08-28,H,6,8,240,34,1
'1010003',BAR1,1088.64,KG,2022-08-29,S,0,8,241,35,0
'1010003',BAR1,6531.84,KG,2022-08-29,S,0,8,241,35,0
'1010003',BAR1,11975.04,KG,2022-08-29,S,0,8,241,35,0
'1010003',BAR1,74071.066,KG,2022-08-30,H,1,8,242,35,0
'1010003',BAR1,98761.424,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,16873.92,KG,2022-08-30,H,1,8,242,35,0
'1010003',BAR1,544.32,KG,2022-08-30,H,1,8,242,35,0
'1010003',BAR1,1088.64,KG,2022-08-30,H,1,8,242,35,0
'1010003',BAR1,2177.28,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,14152.32,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,3265.92,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,8709.12,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,7620.48,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,90.72,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,1088.64,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,13063.68,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,3265.92,KG,2022-08-30,S,1,8,242,35,0
'1010003',BAR1,7620.48,KG,2022-08-31,H,2,8,243,35,0
'1010003',BAR1,10886.4,KG,2022-08-31,H,2,8,243,35,0
'1010003',BAR1,1088.64,KG,2022-08-31,S,2,8,243,35,0
'1010003',BAR1,3265.92,KG,2022-08-31,S,2,8,243,35,0
'1010003',BAR1,4354.56,KG,2022-08-31,S,2,8,243,35,0
'1010003',BAR1,6531.84,KG,2022-08-31,S,2,8,243,35,0
'1010003',BAR1,9797.76,KG,2022-09-02,S,4,9,245,35,0
'1010003',BAR1,5443.2,KG,2022-09-02,S,4,9,245,35,0
'1010003',BAR1,1088.64,KG,2022-09-02,S,4,9,245,35,0
'1010003',BAR1,3265.92,KG,2022-09-07,S,2,9,250,36,0
'1010003',BAR1,8709.12,KG,2022-09-07,S,2,9,250,36,0
'1010003',BAR1,7620.48,KG,2022-09-07,S,2,9,250,36,0
'1010003',BAR1,997.92,KG,2022-09-07,S,2,9,250,36,0
'1010003',BAR1,1088.64,KG,2022-09-07,S,2,9,250,36,0
'1010003',BAR1,2177.28,KG,2022-09-07,S,2,9,250,36,0
'1010003',BAR1,5443.2,KG,2022-09-07,S,2,9,250,36,0
'1010003',BAR1,10886.4,KG,2022-09-07,S,2,9,250,36,0
'1010003',BAR1,7620.48,KG,2022-09-08,S,3,9,251,36,0
'1010003',BAR1,9797.76,KG,2022-09-08,S,3,9,251,36,0
'1010003',BAR1,2177.28,KG,2022-09-08,S,3,9,251,36,0
'1010003',BAR1,1088.64,KG,2022-09-09,S,4,9,252,36,0
'1010003',BAR1,18506.88,KG,2022-09-09,S,4,9,252,36,0
'1010003',BAR1,6531.84,KG,2022-09-09,S,4,9,252,36,0
'1010003',BAR1,2177.28,KG,2022-09-09,S,4,9,252,36,0
'1010003',BAR1,10886.4,KG,2022-09-09,S,4,9,252,36,0
'1010003',BAR1,7620.48,KG,2022-09-14,S,2,9,257,37,0
'1010003',BAR1,6531.84,KG,2022-09-14,S,2,9,257,37,0
'1010003',BAR1,2177.28,KG,2022-09-14,S,2,9,257,37,0
'1010003',BAR1,1088.64,KG,2022-09-14,S,2,9,257,37,0
'1010003',BAR1,1088.64,KG,2022-09-15,S,3,9,258,37,0
'1010003',BAR1,2177.28,KG,2022-09-15,S,3,9,258,37,0
